index	guard	arm_identity	assertion	ordinal	status	failure_kind	reason
18	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
19	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
20	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
21	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
22	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
23	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
24	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
25	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
26	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
27	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
28	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
29	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
30	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
31	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
32	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
33	test_T_THINK_02_00_aliases	"{""arm"": ""ultra-continuation""}"	legacy composite		PASS		assertions reached
34	test_T_THINK_02_00_aliases	"{""arm"": ""explicit-log-continuation""}"	legacy composite		PASS		assertions reached
35	test_T_THINK_02_01_object_entry	"{""arm"": ""entry"", ""effort"": ""off""}"	legacy composite		PASS		assertions reached
36	test_T_THINK_02_01_object_entry	"{""arm"": ""entry"", ""effort"": ""auto""}"	legacy composite		PASS		assertions reached
37	test_T_THINK_02_01_object_entry	"{""arm"": ""entry"", ""effort"": ""low""}"	legacy composite		PASS		assertions reached
38	test_T_THINK_02_01_object_entry	"{""arm"": ""entry"", ""effort"": ""medium""}"	legacy composite		PASS		assertions reached
39	test_T_THINK_02_01_object_entry	"{""arm"": ""entry"", ""effort"": ""high""}"	legacy composite		PASS		assertions reached
40	test_T_THINK_02_01_object_entry	"{""arm"": ""entry"", ""effort"": ""xhigh""}"	legacy composite		PASS		assertions reached
41	test_T_THINK_02_01_object_entry	"{""arm"": ""entry"", ""effort"": ""max""}"	legacy composite		PASS		assertions reached
42	test_T_THINK_02_01_object_entry	"{""arm"": ""entry"", ""effort"": ""none""}"	legacy composite		PASS		assertions reached
43	test_T_THINK_02_01_object_entry	"{""arm"": ""entry"", ""effort"": ""minimal""}"	legacy composite		PASS		assertions reached
44	test_T_THINK_02_01_object_entry	"{""arm"": ""entry"", ""effort"": "" NoNe ""}"	legacy composite		PASS		assertions reached
45	test_T_THINK_02_01_object_entry	"{""arm"": ""entry"", ""effort"": "" MINIMAL ""}"	legacy composite		PASS		assertions reached
46	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""off"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
47	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""auto"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
48	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""low"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
49	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""medium"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
50	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""high"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
51	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""xhigh"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
52	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""max"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
53	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""none"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
54	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""minimal"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
55	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""off"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
56	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""auto"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
57	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""low"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
58	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""medium"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
59	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""high"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
60	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""xhigh"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
61	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""max"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
62	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""none"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
63	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""minimal"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
64	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""off"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
65	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""auto"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
66	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""low"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
67	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""medium"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
68	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""high"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
69	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""xhigh"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
70	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""max"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
71	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""none"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
72	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""minimal"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
73	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""off"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
74	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""auto"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
75	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""low"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
76	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""medium"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
77	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""high"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
78	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""xhigh"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
79	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""max"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
80	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""none"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
81	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""minimal"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
82	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""off"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
83	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""auto"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
84	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""low"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
85	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""medium"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
86	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""high"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
87	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""xhigh"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
88	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""max"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
89	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""none"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
90	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""minimal"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
91	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""off"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
92	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""auto"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
93	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""low"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
94	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""medium"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
95	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""high"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
96	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""xhigh"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
97	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""max"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
98	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""none"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
99	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""minimal"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
100	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""off"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
101	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""auto"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
102	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""low"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
103	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""medium"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
104	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""high"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
105	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""xhigh"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
106	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""max"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
107	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""none"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
108	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""minimal"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
109	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""off"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
110	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""auto"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
111	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""low"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
112	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""medium"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
113	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""high"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
114	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""xhigh"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
115	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""max"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
116	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""none"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
117	test_T_THINK_02_02_outbound	"{""arm"": ""object-outbound"", ""effort"": ""minimal"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
118	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""off"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
119	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""auto"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
120	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""low"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
121	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""medium"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
122	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""high"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
123	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""xhigh"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
124	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""max"", ""provider"": ""router"", ""tools"": false}"	legacy composite		PASS		assertions reached
125	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""off"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
126	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""auto"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
127	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""low"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
128	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""medium"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
129	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""high"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
130	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""xhigh"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
131	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""max"", ""provider"": ""router"", ""tools"": true}"	legacy composite		PASS		assertions reached
132	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""off"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
133	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""auto"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
134	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""low"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
135	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""medium"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
136	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""high"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
137	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""xhigh"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
138	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""max"", ""provider"": ""anthropic"", ""tools"": false}"	legacy composite		PASS		assertions reached
139	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""off"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
140	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""auto"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
141	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""low"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
142	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""medium"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
143	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""high"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
144	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""xhigh"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
145	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""max"", ""provider"": ""anthropic"", ""tools"": true}"	legacy composite		PASS		assertions reached
146	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""off"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
147	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""auto"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
148	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""low"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
149	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""medium"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
150	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""high"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
151	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""xhigh"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
152	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""max"", ""provider"": ""openai"", ""tools"": false}"	legacy composite		PASS		assertions reached
153	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""off"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
154	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""auto"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
155	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""low"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
156	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""medium"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
157	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""high"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
158	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""xhigh"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
159	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""max"", ""provider"": ""openai"", ""tools"": true}"	legacy composite		PASS		assertions reached
160	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""off"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
161	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""auto"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
162	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""low"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
163	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""medium"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
164	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""high"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
165	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""xhigh"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
166	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""max"", ""provider"": ""relay"", ""tools"": false}"	legacy composite		PASS		assertions reached
167	test_T_THINK_02_02_outbound	"{""arm"": ""legacy-output-continuation"", ""effort"": ""off"", ""provider"": ""relay"", ""tools"": true}"	legacy composite		PASS		assertions reached
