index	guard	arm_identity	assertion	ordinal	status	failure_kind	reason
28	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": false}"	assertEqual	7	PASS		assertion satisfied
29	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	1	PASS		assertion satisfied
30	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	2	PASS		assertion satisfied
31	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertFalse	3	PASS		assertion satisfied
32	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertTrue	4	PASS		assertion satisfied
33	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	5	PASS		assertion satisfied
34	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertIsNotNone	6	PASS		assertion satisfied
35	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	7	PASS		assertion satisfied
36	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	8	PASS		assertion satisfied
37	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	1	PASS		assertion satisfied
38	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	2	PASS		assertion satisfied
39	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertFalse	3	PASS		assertion satisfied
40	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertTrue	4	PASS		assertion satisfied
41	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	5	PASS		assertion satisfied
42	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertIsNotNone	6	PASS		assertion satisfied
43	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	7	PASS		assertion satisfied
44	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	8	PASS		assertion satisfied
45	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	1	PASS		assertion satisfied
46	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	2	PASS		assertion satisfied
47	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertFalse	3	PASS		assertion satisfied
48	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertTrue	4	PASS		assertion satisfied
49	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	5	PASS		assertion satisfied
50	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertIsNotNone	6	PASS		assertion satisfied
51	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	7	PASS		assertion satisfied
52	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	8	PASS		assertion satisfied
53	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	1	PASS		assertion satisfied
54	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	2	PASS		assertion satisfied
55	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertFalse	3	PASS		assertion satisfied
56	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertTrue	4	PASS		assertion satisfied
57	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	5	PASS		assertion satisfied
58	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertIsNotNone	6	PASS		assertion satisfied
59	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	7	PASS		assertion satisfied
60	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""router"", ""tools"": true}"	assertEqual	8	PASS		assertion satisfied
61	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	1	PASS		assertion satisfied
62	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	2	PASS		assertion satisfied
63	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertFalse	3	PASS		assertion satisfied
64	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	4	PASS		assertion satisfied
65	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertIsNotNone	5	PASS		assertion satisfied
66	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	6	PASS		assertion satisfied
67	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	7	PASS		assertion satisfied
68	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	1	PASS		assertion satisfied
69	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	2	PASS		assertion satisfied
70	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertFalse	3	PASS		assertion satisfied
71	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	4	PASS		assertion satisfied
72	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertIsNotNone	5	PASS		assertion satisfied
73	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	6	PASS		assertion satisfied
74	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	7	PASS		assertion satisfied
75	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	8	PASS		assertion satisfied
76	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	1	PASS		assertion satisfied
77	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	2	PASS		assertion satisfied
78	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertFalse	3	PASS		assertion satisfied
79	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	4	PASS		assertion satisfied
80	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertIsNotNone	5	PASS		assertion satisfied
81	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	6	PASS		assertion satisfied
82	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	7	PASS		assertion satisfied
83	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	1	PASS		assertion satisfied
84	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	2	PASS		assertion satisfied
85	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertFalse	3	PASS		assertion satisfied
86	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	4	PASS		assertion satisfied
87	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertIsNotNone	5	PASS		assertion satisfied
88	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	6	PASS		assertion satisfied
89	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	7	PASS		assertion satisfied
90	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": false}"	assertEqual	8	PASS		assertion satisfied
91	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	1	PASS		assertion satisfied
92	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	2	PASS		assertion satisfied
93	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertFalse	3	PASS		assertion satisfied
94	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertTrue	4	PASS		assertion satisfied
95	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	5	PASS		assertion satisfied
96	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertIsNotNone	6	PASS		assertion satisfied
97	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	7	PASS		assertion satisfied
98	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	8	PASS		assertion satisfied
99	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	1	PASS		assertion satisfied
100	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	2	PASS		assertion satisfied
101	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertFalse	3	PASS		assertion satisfied
102	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertTrue	4	PASS		assertion satisfied
103	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	5	PASS		assertion satisfied
104	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertIsNotNone	6	PASS		assertion satisfied
105	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	7	PASS		assertion satisfied
106	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	8	PASS		assertion satisfied
107	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	9	PASS		assertion satisfied
108	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	1	PASS		assertion satisfied
109	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	2	PASS		assertion satisfied
110	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertFalse	3	PASS		assertion satisfied
111	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertTrue	4	PASS		assertion satisfied
112	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	5	PASS		assertion satisfied
113	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertIsNotNone	6	PASS		assertion satisfied
114	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	7	PASS		assertion satisfied
115	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	8	PASS		assertion satisfied
116	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	1	PASS		assertion satisfied
117	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	2	PASS		assertion satisfied
118	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertFalse	3	PASS		assertion satisfied
119	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertTrue	4	PASS		assertion satisfied
120	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	5	PASS		assertion satisfied
121	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertIsNotNone	6	PASS		assertion satisfied
122	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	7	PASS		assertion satisfied
123	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	8	PASS		assertion satisfied
124	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""anthropic"", ""tools"": true}"	assertEqual	9	PASS		assertion satisfied
125	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	1	PASS		assertion satisfied
126	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	2	PASS		assertion satisfied
127	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertFalse	3	PASS		assertion satisfied
128	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	4	PASS		assertion satisfied
129	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertIsNotNone	5	PASS		assertion satisfied
130	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	6	PASS		assertion satisfied
131	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	7	PASS		assertion satisfied
132	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	1	PASS		assertion satisfied
133	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	2	PASS		assertion satisfied
134	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertFalse	3	PASS		assertion satisfied
135	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	4	PASS		assertion satisfied
136	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertIsNotNone	5	PASS		assertion satisfied
137	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	6	PASS		assertion satisfied
138	test_T_THINK_02_00_aliases	"{""alias"": ""minimal"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	7	PASS		assertion satisfied
139	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	1	PASS		assertion satisfied
140	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	2	PASS		assertion satisfied
141	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertFalse	3	PASS		assertion satisfied
142	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	4	PASS		assertion satisfied
143	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertIsNotNone	5	PASS		assertion satisfied
144	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	6	PASS		assertion satisfied
145	test_T_THINK_02_00_aliases	"{""alias"": "" NONE "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	7	PASS		assertion satisfied
146	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	1	PASS		assertion satisfied
147	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	2	PASS		assertion satisfied
148	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertFalse	3	PASS		assertion satisfied
149	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	4	PASS		assertion satisfied
150	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertIsNotNone	5	PASS		assertion satisfied
151	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	6	PASS		assertion satisfied
152	test_T_THINK_02_00_aliases	"{""alias"": "" MiNiMaL "", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": false}"	assertEqual	7	PASS		assertion satisfied
153	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": true}"	assertEqual	1	PASS		assertion satisfied
154	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": true}"	assertEqual	2	PASS		assertion satisfied
155	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": true}"	assertFalse	3	PASS		assertion satisfied
156	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": true}"	assertTrue	4	PASS		assertion satisfied
157	test_T_THINK_02_00_aliases	"{""alias"": ""none"", ""arm"": ""aliases"", ""provider"": ""openai"", ""tools"": true}"	assertEqual	5	PASS		assertion satisfied
